,weights
287,0.0001438183101459551
1466,0.0001438183101459551
6283,0.0001438183101459551
7010,0.0001438183101459551
330,0.0001438183101459551
1192,0.0001438183101459551
4547,0.0001438183101459551
6059,0.0001438183101459551
6683,0.0001438183101459551
6053,0.0001438183101459551
917,0.0001438183101459551
6544,0.0001438183101459551
6588,0.0001438183101459551
3827,0.0001438183101459551
315,0.0001438183101459551
2914,0.0001438183101459551
4132,0.0001438183101459551
4192,0.0001438183101459551
2913,0.0001438183101459551
6730,0.0001438183101459551
3892,0.0001438183101459551
1675,0.0001438183101459551
7450,0.0001438183101459551
5610,0.0001438183101459551
5431,0.0001438183101459551
5056,0.0001438183101459551
5783,0.0001438183101459551
7077,0.0001438183101459551
929,0.0001438183101459551
794,0.0001438183101459551
4430,0.0001438183101459551
1288,0.0001438183101459551
3299,0.0001438183101459551
2447,0.0001438183101459551
2047,0.0001438183101459551
7441,0.0001438183101459551
2571,0.0001438183101459551
6881,0.0001438183101459551
4508,0.0001438183101459551
4663,0.0001438183101459551
5959,0.0001438183101459551
92,0.0001438183101459551
762,0.0001438183101459551
6188,0.0001438183101459551
2630,0.0001438183101459551
1789,0.0001438183101459551
826,0.0001438183101459551
537,0.0001438183101459551
215,0.0001438183101459551
3824,0.0001438183101459551
4773,0.0001438183101459551
3609,0.0001438183101459551
7514,0.0001438183101459551
4856,0.0001438183101459551
1534,0.0001438183101459551
4160,0.0001438183101459551
3753,0.0001438183101459551
3906,0.0001438183101459551
6840,0.0001438183101459551
2506,0.0001438183101459551
5915,0.0001438183101459551
6045,0.0001438183101459551
7538,0.0001438183101459551
5848,0.0001438183101459551
4081,0.0001438183101459551
7447,0.0001438183101459551
7744,0.0001438183101459551
5207,0.0001438183101459551
3749,0.0001438183101459551
4521,0.0001438183101459551
7060,0.0001438183101459551
4909,0.0001438183101459551
6907,0.0001438183101459551
1598,0.0001438183101459551
2126,0.0001438183101459551
2848,0.0001438183101459551
2004,0.0001438183101459551
7616,0.0001438183101459551
7193,0.0001438183101459551
3308,0.0001438183101459551
2287,0.0001438183101459551
156,0.0001438183101459551
4506,0.0001438183101459551
2828,0.0001438183101459551
55,0.0001438183101459551
3822,0.0001438183101459551
5627,0.0001438183101459551
3315,0.0001438183101459551
1380,0.0001438183101459551
1427,0.0001438183101459551
6205,0.0001438183101459551
102,0.0001438183101459551
2556,0.0001438183101459551
4468,0.0001438183101459551
7619,0.0001438183101459551
6994,0.0001438183101459551
6183,0.0001438183101459551
3402,0.0001438183101459551
3597,0.0001438183101459551
2579,0.0001438183101459551
5321,0.0001438183101459551
4051,0.0001438183101459551
2781,0.0001438183101459551
5166,0.0001438183101459551
730,0.0001438183101459551
3071,0.0001438183101459551
1730,0.0001438183101459551
3043,0.0001438183101459551
2948,0.0001438183101459551
1552,0.0001438183101459551
5991,0.0001438183101459551
1189,0.0001438183101459551
4342,0.0001438183101459551
880,0.0001438183101459551
2357,0.0001438183101459551
4524,0.0001438183101459551
7124,0.0001438183101459551
3845,0.0001438183101459551
2723,0.0001438183101459551
3549,0.0001438183101459551
4913,0.0001438183101459551
4736,0.0001438183101459551
952,0.0001438183101459551
7548,0.0001438183101459551
4778,0.0001438183101459551
5427,0.0001438183101459551
2780,0.0001438183101459551
482,0.0001438183101459551
6714,0.0001438183101459551
661,0.0001438183101459551
2956,0.0001438183101459551
3624,0.0001438183101459551
4834,0.0001438183101459551
1543,0.0001438183101459551
5913,0.0001438183101459551
1969,0.0001438183101459551
911,0.0001438183101459551
4260,0.0001438183101459551
38,0.0001438183101459551
7522,0.0001438183101459551
2625,0.0001438183101459551
5163,0.0001438183101459551
2281,0.0001438183101459551
4847,0.0001438183101459551
7039,0.0001438183101459551
7531,0.0001438183101459551
2461,0.0001438183101459551
1115,0.0001438183101459551
6943,0.0001438183101459551
84,0.0001438183101459551
5758,0.0001438183101459551
5375,0.0001438183101459551
412,0.0001438183101459551
4478,0.0001438183101459551
6374,0.0001438183101459551
7239,0.0001438183101459551
2344,0.0001438183101459551
5095,0.0001438183101459551
4122,0.0001438183101459551
204,0.0001438183101459551
1942,0.0001438183101459551
2835,0.0001438183101459551
1459,0.0001438183101459551
4602,0.0001438183101459551
7420,0.0001438183101459551
3941,0.0001438183101459551
3691,0.0001438183101459551
5508,0.0001438183101459551
6294,0.0001438183101459551
4274,0.0001438183101459551
1511,0.0001438183101459551
4171,0.0001438183101459551
4380,0.0001438183101459551
1069,0.0001438183101459551
3744,0.0001438183101459551
522,0.0001438183101459551
3271,0.0001438183101459551
4413,0.0001438183101459551
5139,0.0001438183101459551
6015,0.0001438183101459551
3249,0.0001438183101459551
273,0.0001438183101459551
6304,0.0001438183101459551
3773,0.0001438183101459551
5331,0.0001438183101459551
1524,0.0001438183101459551
2369,0.0001438183101459551
6758,0.0001438183101459551
679,0.0001438183101459551
4235,0.0001438183101459551
2865,0.0001438183101459551
4860,0.0001438183101459551
4762,0.0001438183101459551
1670,0.0001438183101459551
5715,0.0001438183101459551
5603,0.0001438183101459551
5282,0.0001438183101459551
7768,0.0001438183101459551
7630,0.0001438183101459551
2748,0.0001438183101459551
5173,0.0001438183101459551
7699,0.0001438183101459551
2260,0.0001438183101459551
1453,0.0001438183101459551
4799,0.0001438183101459551
5366,0.0001438183101459551
2626,0.0001438183101459551
6632,0.0001438183101459551
6875,0.0001438183101459551
795,0.0001438183101459551
6948,0.0001438183101459551
6352,0.0001438183101459551
3665,0.0001438183101459551
1895,0.0001438183101459551
1105,0.0001438183101459551
1924,0.0001438183101459551
1519,0.0001438183101459551
6720,0.0001438183101459551
1634,0.0001438183101459551
2465,0.0001438183101459551
6386,0.0001438183101459551
6972,0.0001438183101459551
2432,0.0001438183101459551
6393,0.0001438183101459551
7401,0.0001438183101459551
7692,0.0001438183101459551
389,0.0001438183101459551
114,0.0001438183101459551
5764,0.0001438183101459551
4502,0.0001438183101459551
5541,0.0001438183101459551
2340,0.0001438183101459551
6246,0.0001438183101459551
5124,0.0001438183101459551
6796,0.0001438183101459551
1344,0.0001438183101459551
3065,0.0001438183101459551
6853,0.0001438183101459551
5150,0.0001438183101459551
4766,0.0001438183101459551
7632,0.0001438183101459551
5914,0.0001438183101459551
2049,0.0001438183101459551
2334,0.0001438183101459551
5688,0.0001438183101459551
5151,0.0001438183101459551
6143,0.0001438183101459551
6596,0.0001438183101459551
7380,0.0001438183101459551
3435,0.0001438183101459551
1082,0.0001438183101459551
3806,0.0001438183101459551
7132,0.0001438183101459551
6199,0.0001438183101459551
5250,0.0001438183101459551
5967,0.0001438183101459551
7585,0.0001438183101459551
4154,0.0001438183101459551
2846,0.0001438183101459551
2637,0.0001438183101459551
4146,0.0001438183101459551
4624,0.0001438183101459551
7636,0.0001438183101459551
1547,0.0001438183101459551
6041,0.0001438183101459551
4615,0.0001438183101459551
1950,0.0001438183101459551
5699,0.0001438183101459551
1676,0.0001438183101459551
611,0.0001438183101459551
4440,0.0001438183101459551
489,0.0001438183101459551
7558,0.0001438183101459551
1319,0.0001438183101459551
6659,0.0001438183101459551
4194,0.0001438183101459551
7463,0.0001438183101459551
4883,0.0001438183101459551
1557,0.0001438183101459551
2265,0.0001438183101459551
3944,0.0001438183101459551
4686,0.0001438183101459551
7260,0.0001438183101459551
2469,0.0001438183101459551
4011,0.0001438183101459551
572,0.0001438183101459551
6344,0.0001438183101459551
6856,0.0001438183101459551
6276,0.0001438183101459551
2070,0.0001438183101459551
7138,0.0001438183101459551
4619,0.0001438183101459551
555,0.0001438183101459551
3128,0.0001438183101459551
3739,0.0001438183101459551
4078,0.0001438183101459551
4109,0.0001438183101459551
357,0.0001438183101459551
5803,0.0001438183101459551
3154,0.0001438183101459551
317,0.0001438183101459551
1044,0.0001438183101459551
3356,0.0001438183101459551
2986,0.0001438183101459551
1486,0.0001438183101459551
1708,0.0001438183101459551
4459,0.0001438183101459551
787,0.0001438183101459551
2249,0.0001438183101459551
6931,0.0001438183101459551
581,0.0001438183101459551
4962,0.0001438183101459551
4511,0.0001438183101459551
306,0.0001438183101459551
3398,0.0001438183101459551
4002,0.0001438183101459551
6472,0.0001438183101459551
3673,0.0001438183101459551
7292,0.0001438183101459551
371,0.0001438183101459551
4977,0.0001438183101459551
7049,0.0001438183101459551
6519,0.0001438183101459551
2545,0.0001438183101459551
7187,0.0001438183101459551
3991,0.0001438183101459551
2216,0.0001438183101459551
676,0.0001438183101459551
3253,0.0001438183101459551
4304,0.0001438183101459551
7331,0.0001438183101459551
3743,0.0001438183101459551
2450,0.0001438183101459551
5591,0.0001438183101459551
7290,0.0001438183101459551
7254,0.0001438183101459551
6389,0.0001438183101459551
3360,0.0001438183101459551
6824,0.0001438183101459551
5333,0.0001438183101459551
529,0.0001438183101459551
5292,0.0001438183101459551
1343,0.0001438183101459551
5467,0.0001438183101459551
5770,0.0001438183101459551
4359,0.0001438183101459551
1890,0.0001438183101459551
1349,0.0001438183101459551
7135,0.0001438183101459551
5052,0.0001438183101459551
3426,0.0001438183101459551
2795,0.0001438183101459551
3011,0.0001438183101459551
7711,0.0001438183101459551
5509,0.0001438183101459551
221,0.0001438183101459551
5296,0.0001438183101459551
2206,0.0001438183101459551
2810,0.0001438183101459551
4349,0.0001438183101459551
7521,0.0001438183101459551
4072,0.0001438183101459551
4155,0.0001438183101459551
1687,0.0001438183101459551
2435,0.0001438183101459551
4917,0.0001438183101459551
4483,0.0001438183101459551
7156,0.0001438183101459551
7205,0.0001438183101459551
729,0.0001438183101459551
2283,0.0001438183101459551
1282,0.0001438183101459551
1335,0.0001438183101459551
2375,0.0001438183101459551
7057,0.0001438183101459551
669,0.0001438183101459551
3353,0.0001438183101459551
524,0.0001438183101459551
5031,0.0001438183101459551
3909,0.0001438183101459551
1403,0.0001438183101459551
2074,0.0001438183101459551
116,0.0001438183101459551
2859,0.0001438183101459551
1745,0.0001438183101459551
3280,0.0001438183101459551
6805,0.0001438183101459551
3520,0.0001438183101459551
7218,0.0001438183101459551
1572,0.0001438183101459551
4050,0.0001438183101459551
5472,0.0001438183101459551
7198,0.0001438183101459551
5046,0.0001438183101459551
5209,0.0001438183101459551
2215,0.0001438183101459551
1033,0.0001438183101459551
848,0.0001438183101459551
2313,0.0001438183101459551
1698,0.0001438183101459551
7267,0.0001438183101459551
3127,0.0001438183101459551
4369,0.0001438183101459551
6581,0.0001438183101459551
7216,0.0001438183101459551
3834,0.0001438183101459551
1976,0.0001438183101459551
3489,0.0001438183101459551
6114,0.0001438183101459551
5882,0.0001438183101459551
2645,0.0001438183101459551
4878,0.0001438183101459551
3795,0.0001438183101459551
1994,0.0001438183101459551
6048,0.0001438183101459551
3017,0.0001438183101459551
6362,0.0001438183101459551
5211,0.0001438183101459551
974,0.0001438183101459551
6862,0.0001438183101459551
2772,0.0001438183101459551
827,0.0001438183101459551
4870,0.0001438183101459551
2219,0.0001438183101459551
6215,0.0001438183101459551
7426,0.0001438183101459551
6820,0.0001438183101459551
4569,0.0001438183101459551
1063,0.0001438183101459551
4877,0.0001438183101459551
7537,0.0001438183101459551
4587,0.0001438183101459551
6396,0.0001438183101459551
2687,0.0001438183101459551
1905,0.0001438183101459551
2088,0.0001438183101459551
2829,0.0001438183101459551
2793,0.0001438183101459551
1462,0.0001438183101459551
5438,0.0001438183101459551
3863,0.0001438183101459551
5774,0.0001438183101459551
1028,0.0001438183101459551
4690,0.0001438183101459551
6198,0.0001438183101459551
493,0.0001438183101459551
61,0.0001438183101459551
96,0.0001438183101459551
285,0.0001438183101459551
3740,0.0001438183101459551
7030,0.0001438183101459551
5779,0.0001438183101459551
5714,0.0001438183101459551
6606,0.0001438183101459551
3351,0.0001438183101459551
7435,0.0001438183101459551
2924,0.0001438183101459551
13,0.0001438183101459551
5276,0.0001438183101459551
6583,0.0001438183101459551
7212,0.0001438183101459551
6798,0.0001438183101459551
3189,0.0001438183101459551
1332,0.0001438183101459551
2946,0.0001438183101459551
6950,0.0001438183101459551
1899,0.0001438183101459551
7729,0.0001438183101459551
6387,0.0001438183101459551
4776,0.0001438183101459551
3730,0.0001438183101459551
1301,0.0001438183101459551
492,0.0001438183101459551
3580,0.0001438183101459551
7306,0.0001438183101459551
1595,0.0001438183101459551
3397,0.0001438183101459551
1070,0.0001438183101459551
6243,0.0001438183101459551
4227,0.0001438183101459551
7712,0.0001438183101459551
6452,0.0001438183101459551
4328,0.0001438183101459551
2493,0.0001438183101459551
4960,0.0001438183101459551
6681,0.0001438183101459551
173,0.0001438183101459551
4807,0.0001438183101459551
1836,0.0001438183101459551
7341,0.0001438183101459551
1952,0.0001438183101459551
7425,0.0001438183101459551
1581,0.0001438183101459551
6217,0.0001438183101459551
7234,0.0001438183101459551
6004,0.0001438183101459551
5443,0.0001438183101459551
6416,0.0001438183101459551
5776,0.0001438183101459551
1866,0.0001438183101459551
3087,0.0001438183101459551
922,0.0001438183101459551
4685,0.0001438183101459551
5887,0.0001438183101459551
3949,0.0001438183101459551
6838,0.0001438183101459551
7148,0.0001438183101459551
3644,0.0001438183101459551
600,0.0001438183101459551
7598,0.0001438183101459551
4900,0.0001438183101459551
2591,0.0001438183101459551
5538,0.0001438183101459551
4145,0.0001438183101459551
3469,0.0001438183101459551
5696,0.0001438183101459551
5158,0.0001438183101459551
2320,0.0001438183101459551
5707,0.0001438183101459551
4845,0.0001438183101459551
485,0.0001438183101459551
5455,0.0001438183101459551
3815,0.0001438183101459551
7565,0.0001438183101459551
7653,0.0001438183101459551
449,0.0001438183101459551
181,0.0001438183101459551
7297,0.0001438183101459551
918,0.0001438183101459551
5007,0.0001438183101459551
4480,0.0001438183101459551
1992,0.0001438183101459551
7325,0.0001438183101459551
3521,0.0001438183101459551
4221,0.0001438183101459551
1120,0.0001438183101459551
3537,0.0001438183101459551
3304,0.0001438183101459551
6559,0.0001438183101459551
4222,0.0001438183101459551
637,0.0001438183101459551
3818,0.0001438183101459551
2652,0.0001438183101459551
5434,0.0001438183101459551
1545,0.0001438183101459551
1845,0.0001438183101459551
7530,0.0001438183101459551
2799,0.0001438183101459551
6016,0.0001438183101459551
504,0.0001438183101459551
7588,0.0001438183101459551
6002,0.0001438183101459551
6285,0.0001438183101459551
3790,0.0001438183101459551
978,0.0001438183101459551
5142,0.0001438183101459551
920,0.0001438183101459551
6903,0.0001438183101459551
1576,0.0001438183101459551
6953,0.0001438183101459551
2237,0.0001438183101459551
2957,0.0001438183101459551
3050,0.0001438183101459551
5149,0.0001438183101459551
914,0.0001438183101459551
3313,0.0001438183101459551
6080,0.0001438183101459551
1198,0.0001438183101459551
5122,0.0001438183101459551
4240,0.0001438183101459551
2969,0.0001438183101459551
2002,0.0001438183101459551
4880,0.0001438183101459551
3772,0.0001438183101459551
5349,0.0001438183101459551
2555,0.0001438183101459551
6250,0.0001438183101459551
3711,0.0001438183101459551
1442,0.0001438183101459551
4565,0.0001438183101459551
5022,0.0001438183101459551
4336,0.0001438183101459551
3130,0.0001438183101459551
4016,0.0001438183101459551
6108,0.0001438183101459551
1562,0.0001438183101459551
2115,0.0001438183101459551
4282,0.0001438183101459551
4536,0.0001438183101459551
457,0.0001438183101459551
4961,0.0001438183101459551
5220,0.0001438183101459551
6420,0.0001438183101459551
5460,0.0001438183101459551
3234,0.0001438183101459551
1195,0.0001438183101459551
5312,0.0001438183101459551
4418,0.0001438183101459551
3745,0.0001438183101459551
5193,0.0001438183101459551
4681,0.0001438183101459551
5448,0.0001438183101459551
3554,0.0001438183101459551
5657,0.0001438183101459551
1541,0.0001438183101459551
5183,0.0001438183101459551
7739,0.0001438183101459551
5386,0.0001438183101459551
4568,0.0001438183101459551
7299,0.0001438183101459551
4753,0.0001438183101459551
6766,0.0001438183101459551
12,0.0001438183101459551
1692,0.0001438183101459551
1326,0.0001438183101459551
6930,0.0001438183101459551
1837,0.0001438183101459551
5221,0.0001438183101459551
3887,0.0001438183101459551
4760,0.0001438183101459551
6565,0.0001438183101459551
1424,0.0001438183101459551
1954,0.0001438183101459551
1812,0.0001438183101459551
1986,0.0001438183101459551
4715,0.0001438183101459551
6376,0.0001438183101459551
6191,0.0001438183101459551
1011,0.0001438183101459551
5533,0.0001438183101459551
6137,0.0001438183101459551
1341,0.0001438183101459551
4589,0.0001438183101459551
6622,0.0001438183101459551
566,0.0001438183101459551
2867,0.0001438183101459551
1083,0.0001438183101459551
3134,0.0001438183101459551
86,0.0001438183101459551
754,0.0001438183101459551
7670,0.0001438183101459551
5300,0.0001438183101459551
2171,0.0001438183101459551
1230,0.0001438183101459551
3223,0.0001438183101459551
407,0.0001438183101459551
2019,0.0001438183101459551
6441,0.0001438183101459551
1278,0.0001438183101459551
5416,0.0001438183101459551
3955,0.0001438183101459551
508,0.0001438183101459551
7693,0.0001438183101459551
3963,0.0001438183101459551
7431,0.0001438183101459551
1057,0.0001438183101459551
3114,0.0001438183101459551
205,0.0001438183101459551
3791,0.0001438183101459551
2796,0.0001438183101459551
6127,0.0001438183101459551
1014,0.0001438183101459551
2622,0.0001438183101459551
1523,0.0001438183101459551
4578,0.0001438183101459551
5336,0.0001438183101459551
2984,0.0001438183101459551
7652,0.0001438183101459551
3163,0.0001438183101459551
1963,0.0001438183101459551
2744,0.0001438183101459551
1185,0.0001438183101459551
3723,0.0001438183101459551
1728,0.0001438183101459551
6649,0.0001438183101459551
4558,0.0001438183101459551
5403,0.0001438183101459551
1270,0.0001438183101459551
5910,0.0001438183101459551
5446,0.0001438183101459551
6173,0.0001438183101459551
2094,0.0001438183101459551
1896,0.0001438183101459551
858,0.0001438183101459551
433,0.0001438183101459551
6476,0.0001438183101459551
2396,0.0001438183101459551
411,0.0001438183101459551
5999,0.0001438183101459551
4982,0.0001438183101459551
4060,0.0001438183101459551
1048,0.0001438183101459551
3820,0.0001438183101459551
5210,0.0001438183101459551
6167,0.0001438183101459551
6247,0.0001438183101459551
603,0.0001438183101459551
7055,0.0001438183101459551
2225,0.0001438183101459551
7238,0.0001438183101459551
7415,0.0001438183101459551
295,0.0001438183101459551
429,0.0001438183101459551
6550,0.0001438183101459551
4173,0.0001438183101459551
850,0.0001438183101459551
1996,0.0001438183101459551
7347,0.0001438183101459551
1632,0.0001438183101459551
4636,0.0001438183101459551
6442,0.0001438183101459551
2778,0.0001438183101459551
2276,0.0001438183101459551
7602,0.0001438183101459551
6808,0.0001438183101459551
6400,0.0001438183101459551
2898,0.0001438183101459551
1473,0.0001438183101459551
1477,0.0001438183101459551
320,0.0001438183101459551
6483,0.0001438183101459551
4998,0.0001438183101459551
545,0.0001438183101459551
119,0.0001438183101459551
928,0.0001438183101459551
467,0.0001438183101459551
2530,0.0001438183101459551
1792,0.0001438183101459551
1797,0.0001438183101459551
7484,0.0001438183101459551
5323,0.0001438183101459551
4298,0.0001438183101459551
822,0.0001438183101459551
962,0.0001438183101459551
3099,0.0001438183101459551
5738,0.0001438183101459551
1893,0.0001438183101459551
4402,0.0001438183101459551
1825,0.0001438183101459551
4025,0.0001438183101459551
4882,0.0001438183101459551
560,0.0001438183101459551
4667,0.0001438183101459551
146,0.0001438183101459551
1800,0.0001438183101459551
47,0.0001438183101459551
6538,0.0001438183101459551
7722,0.0001438183101459551
2405,0.0001438183101459551
3828,0.0001438183101459551
5073,0.0001438183101459551
2761,0.0001438183101459551
7308,0.0001438183101459551
3466,0.0001438183101459551
7587,0.0001438183101459551
4716,0.0001438183101459551
6501,0.0001438183101459551
7379,0.0001438183101459551
3956,0.0001438183101459551
7397,0.0001438183101459551
5805,0.0001438183101459551
1553,0.0001438183101459551
2698,0.0001438183101459551
7006,0.0001438183101459551
5671,0.0001438183101459551
3298,0.0001438183101459551
2784,0.0001438183101459551
5811,0.0001438183101459551
6319,0.0001438183101459551
3831,0.0001438183101459551
251,0.0001438183101459551
7353,0.0001438183101459551
1430,0.0001438183101459551
5363,0.0001438183101459551
133,0.0001438183101459551
5,0.0001438183101459551
6125,0.0001438183101459551
1428,0.0001438183101459551
5260,0.0001438183101459551
6670,0.0001438183101459551
6676,0.0001438183101459551
7575,0.0001438183101459551
7386,0.0001438183101459551
4721,0.0001438183101459551
4990,0.0001438183101459551
6719,0.0001438183101459551
163,0.0001438183101459551
1180,0.0001438183101459551
3754,0.0001438183101459551
3187,0.0001438183101459551
6413,0.0001438183101459551
2025,0.0001438183101459551
6242,0.0001438183101459551
3803,0.0001438183101459551
6539,0.0001438183101459551
1000,0.0001438183101459551
469,0.0001438183101459551
2877,0.0001438183101459551
3641,0.0001438183101459551
5617,0.0001438183101459551
764,0.0001438183101459551
3894,0.0001438183101459551
6915,0.0001438183101459551
59,0.0001438183101459551
507,0.0001438183101459551
2703,0.0001438183101459551
497,0.0001438183101459551
6296,0.0001438183101459551
4971,0.0001438183101459551
7328,0.0001438183101459551
1127,0.0001438183101459551
3985,0.0001438183101459551
5987,0.0001438183101459551
731,0.0001438183101459551
5721,0.0001438183101459551
1903,0.0001438183101459551
4395,0.0001438183101459551
4748,0.0001438183101459551
5240,0.0001438183101459551
5092,0.0001438183101459551
4262,0.0001438183101459551
434,0.0001438183101459551
2890,0.0001438183101459551
949,0.0001438183101459551
3363,0.0001438183101459551
355,0.0001438183101459551
1693,0.0001438183101459551
3305,0.0001438183101459551
5341,0.0001438183101459551
5442,0.0001438183101459551
7008,0.0001438183101459551
5856,0.0001438183101459551
6475,0.0001438183101459551
1961,0.0001438183101459551
7211,0.0001438183101459551
2160,0.0001438183101459551
6438,0.0001438183101459551
4946,0.0001438183101459551
1193,0.0001438183101459551
5677,0.0001438183101459551
4393,0.0001438183101459551
7126,0.0001438183101459551
6065,0.0001438183101459551
7230,0.0001438183101459551
6032,0.0001438183101459551
6078,0.0001438183101459551
7141,0.0001438183101459551
1920,0.0001438183101459551
1721,0.0001438183101459551
5325,0.0001438183101459551
1113,0.0001438183101459551
6575,0.0001438183101459551
3883,0.0001438183101459551
5266,0.0001438183101459551
4371,0.0001438183101459551
3409,0.0001438183101459551
512,0.0001438183101459551
1392,0.0001438183101459551
6378,0.0001438183101459551
789,0.0001438183101459551
7351,0.0001438183101459551
6281,0.0001438183101459551
7128,0.0001438183101459551
2318,0.0001438183101459551
1047,0.0001438183101459551
4918,0.0001438183101459551
6481,0.0001438183101459551
3150,0.0001438183101459551
2958,0.0001438183101459551
6981,0.0001438183101459551
3177,0.0001438183101459551
5858,0.0001438183101459551
7201,0.0001438183101459551
5394,0.0001438183101459551
5189,0.0001438183101459551
3009,0.0001438183101459551
1683,0.0001438183101459551
3856,0.0001438183101459551
6360,0.0001438183101459551
6871,0.0001438183101459551
2727,0.0001438183101459551
1870,0.0001438183101459551
6076,0.0001438183101459551
7494,0.0001438183101459551
5485,0.0001438183101459551
1133,0.0001438183101459551
7621,0.0001438183101459551
4123,0.0001438183101459551
3786,0.0001438183101459551
1003,0.0001438183101459551
2475,0.0001438183101459551
2325,0.0001438183101459551
7691,0.0001438183101459551
253,0.0001438183101459551
5057,0.0001438183101459551
6474,0.0001438183101459551
3722,0.0001438183101459551
4925,0.0001438183101459551
7471,0.0001438183101459551
7683,0.0001438183101459551
6731,0.0001438183101459551
6919,0.0001438183101459551
25,0.0001438183101459551
3645,0.0001438183101459551
7326,0.0001438183101459551
4730,0.0001438183101459551
3272,0.0001438183101459551
3191,0.0001438183101459551
6993,0.0001438183101459551
6687,0.0001438183101459551
97,0.0001438183101459551
3654,0.0001438183101459551
2332,0.0001438183101459551
895,0.0001438183101459551
6832,0.0001438183101459551
3938,0.0001438183101459551
2150,0.0001438183101459551
2814,0.0001438183101459551
4040,0.0001438183101459551
7510,0.0001438183101459551
6537,0.0001438183101459551
1324,0.0001438183101459551
612,0.0001438183101459551
6465,0.0001438183101459551
459,0.0001438183101459551
3073,0.0001438183101459551
2608,0.0001438183101459551
5239,0.0001438183101459551
1215,0.0001438183101459551
7516,0.0001438183101459551
2741,0.0001438183101459551
5871,0.0001438183101459551
1948,0.0001438183101459551
1975,0.0001438183101459551
53,0.0001438183101459551
2301,0.0001438183101459551
7472,0.0001438183101459551
5787,0.0001438183101459551
695,0.0001438183101459551
3655,0.0001438183101459551
4053,0.0001438183101459551
4895,0.0001438183101459551
799,0.0001438183101459551
6018,0.0001438183101459551
3013,0.0001438183101459551
5199,0.0001438183101459551
3808,0.0001438183101459551
2483,0.0001438183101459551
2069,0.0001438183101459551
1974,0.0001438183101459551
4111,0.0001438183101459551
7694,0.0001438183101459551
719,0.0001438183101459551
840,0.0001438183101459551
3294,0.0001438183101459551
3533,0.0001438183101459551
3677,0.0001438183101459551
7604,0.0001438183101459551
369,0.0001438183101459551
7130,0.0001438183101459551
6533,0.0001438183101459551
3474,0.0001438183101459551
7196,0.0001438183101459551
4389,0.0001438183101459551
6417,0.0001438183101459551
7032,0.0001438183101459551
6939,0.0001438183101459551
7600,0.0001438183101459551
5802,0.0001438183101459551
5934,0.0001438183101459551
2617,0.0001438183101459551
1173,0.0001438183101459551
7549,0.0001438183101459551
4804,0.0001438183101459551
6425,0.0001438183101459551
1245,0.0001438183101459551
7661,0.0001438183101459551
476,0.0001438183101459551
991,0.0001438183101459551
4984,0.0001438183101459551
5523,0.0001438183101459551
5747,0.0001438183101459551
3412,0.0001438183101459551
4757,0.0001438183101459551
123,0.0001438183101459551
6688,0.0001438183101459551
2029,0.0001438183101459551
2786,0.0001438183101459551
6969,0.0001438183101459551
6858,0.0001438183101459551
3943,0.0001438183101459551
3214,0.0001438183101459551
4854,0.0001438183101459551
5775,0.0001438183101459551
1611,0.0001438183101459551
5361,0.0001438183101459551
6751,0.0001438183101459551
6498,0.0001438183101459551
6706,0.0001438183101459551
3284,0.0001438183101459551
1339,0.0001438183101459551
6226,0.0001438183101459551
6445,0.0001438183101459551
6123,0.0001438183101459551
1243,0.0001438183101459551
5028,0.0001438183101459551
208,0.0001438183101459551
7174,0.0001438183101459551
4237,0.0001438183101459551
1808,0.0001438183101459551
318,0.0001438183101459551
372,0.0001438183101459551
5765,0.0001438183101459551
1602,0.0001438183101459551
2114,0.0001438183101459551
5514,0.0001438183101459551
6121,0.0001438183101459551
2139,0.0001438183101459551
4662,0.0001438183101459551
418,0.0001438183101459551
584,0.0001438183101459551
1820,0.0001438183101459551
18,0.0001438183101459551
4704,0.0001438183101459551
2162,0.0001438183101459551
1765,0.0001438183101459551
6457,0.0001438183101459551
5241,0.0001438183101459551
3263,0.0001438183101459551
514,0.0001438183101459551
4728,0.0001438183101459551
1053,0.0001438183101459551
6111,0.0001438183101459551
3022,0.0001438183101459551
7258,0.0001438183101459551
4356,0.0001438183101459551
3339,0.0001438183101459551
193,0.0001438183101459551
4261,0.0001438183101459551
3439,0.0001438183101459551
5665,0.0001438183101459551
2003,0.0001438183101459551
4381,0.0001438183101459551
2011,0.0001438183101459551
3612,0.0001438183101459551
5129,0.0001438183101459551
4828,0.0001438183101459551
2095,0.0001438183101459551
227,0.0001438183101459551
1528,0.0001438183101459551
68,0.0001438183101459551
6675,0.0001438183101459551
5185,0.0001438183101459551
3945,0.0001438183101459551
5013,0.0001438183101459551
5622,0.0001438183101459551
4579,0.0001438183101459551
4689,0.0001438183101459551
5632,0.0001438183101459551
5588,0.0001438183101459551
3063,0.0001438183101459551
885,0.0001438183101459551
4849,0.0001438183101459551
5684,0.0001438183101459551
42,0.0001438183101459551
6724,0.0001438183101459551
5713,0.0001438183101459551
6870,0.0001438183101459551
3131,0.0001438183101459551
5744,0.0001438183101459551
5371,0.0001438183101459551
722,0.0001438183101459551
5951,0.0001438183101459551
2951,0.0001438183101459551
6146,0.0001438183101459551
5782,0.0001438183101459551
1201,0.0001438183101459551
1531,0.0001438183101459551
3215,0.0001438183101459551
6129,0.0001438183101459551
4107,0.0001438183101459551
1223,0.0001438183101459551
1359,0.0001438183101459551
6694,0.0001438183101459551
1901,0.0001438183101459551
5019,0.0001438183101459551
3287,0.0001438183101459551
